rate,btl_delay,cca,test_duration,flows,interval,omit,aqm,buffer_factor,trial,jfi,loss_percentage,utilization,buffer_occupancy
100,10,bbr-bbr2,120,1,0.1,180,FIFO,8,2,0.5928796230109443,0.0,93.93493432751578,53.8508
100,10,bbr-bbr2,120,1,0.1,180,FIFO,8,3,0.6257479975187858,0.0,94.17088679172792,59.5906
100,10,bbr-cubic,120,1,0.1,180,FIFO,8,1,0.803001923992066,1.6422400428156725,94.5903132002948,81.8889
100,10,bbr-cubic,120,1,0.1,180,FIFO,8,2,0.8302367406173773,1.6773478543984337,94.73884596048308,81.8124
100,10,bbr-cubic,120,1,0.1,180,FIFO,8,3,0.8393818339569072,1.6023412922346338,94.73013067541488,79.7482
100,10,bbr-reno,120,1,0.1,180,FIFO,8,1,0.797504187349722,2.9792188500540475,94.80001779489152,80.8259
100,10,bbr-reno,120,1,0.1,180,FIFO,8,2,0.8014339858235017,2.5635987315425224,94.73011396517452,80.3956
100,10,bbr-reno,120,1,0.1,180,FIFO,8,3,0.8254233001498896,2.7842997583457656,94.75632040306938,78.8367
100,10,bbr2-bbr2,120,1,0.1,180,FIFO,8,1,0.680033918450506,0.0,94.02231861681368,49.4522
100,10,bbr2-bbr2,120,1,0.1,180,FIFO,8,2,0.5150118804943792,0.0,94.1883428705294,51.703
100,10,bbr2-bbr2,120,1,0.1,180,FIFO,8,3,0.7597441280807122,0.0,94.13592886615646,45.2908
100,10,bbr2-cubic,120,1,0.1,180,FIFO,8,1,0.8865739700230469,0.0730984889041207,95.76121346614306,86.2796
100,10,bbr2-cubic,120,1,0.1,180,FIFO,8,2,0.933313871786822,0.0639089642550836,95.76121396010862,85.9698
100,10,bbr2-cubic,120,1,0.1,180,FIFO,8,3,0.978222734440037,0.0730540582712523,95.6825693932824,86.3685
100,10,bbr2-reno,120,1,0.1,180,FIFO,8,1,0.9193433268628568,0.0657082004948762,95.72625566713668,79.9765
