exp_name,value
bbr3_1_cubic_1_10_40,4.68925
cubic_1_cubic_1_10_40,4.874099999999999
bbr3_1_cubic_2_10_40,6.87785
cubic_1_cubic_2_10_40,2.628025
bbr3_1_cubic_4_10_40,8.194375
cubic_1_cubic_4_10_40,1.268325
bbr3_1_cubic_8_10_40,8.753725
cubic_1_cubic_8_10_40,0.8018500000000001
bbr3_1_cubic_16_10_40,9.10365
cubic_1_cubic_16_10_40,0.46275
bbr3_1_cubic_32_10_40,9.322475
cubic_1_cubic_32_10_40,0.242425
bbr3_2_cubic_1_10_40,4.80385
cubic_2_cubic_1_10_40,4.7601
bbr3_2_cubic_2_10_40,6.075074999999999
cubic_2_cubic_2_10_40,3.48735
bbr3_2_cubic_4_10_40,7.774674999999999
cubic_2_cubic_4_10_40,1.751275
bbr3_2_cubic_8_10_40,8.657325
cubic_2_cubic_8_10_40,0.904525
bbr3_2_cubic_16_10_40,9.086475
cubic_2_cubic_16_10_40,0.4793
bbr3_2_cubic_32_10_40,9.2834
cubic_2_cubic_32_10_40,0.283825
bbr3_4_cubic_1_10_40,4.921074999999999
cubic_4_cubic_1_10_40,4.644675
bbr3_4_cubic_2_10_40,5.970325
cubic_4_cubic_2_10_40,3.5933750000000004
bbr3_4_cubic_4_10_40,6.650574999999999
cubic_4_cubic_4_10_40,2.912475
bbr3_4_cubic_8_10_40,7.757225
cubic_4_cubic_8_10_40,1.80675
bbr3_4_cubic_16_10_40,9.04385
cubic_4_cubic_16_10_40,0.520975
bbr3_4_cubic_32_10_40,9.273875
cubic_4_cubic_32_10_40,0.2900999999999999
bbr3_8_cubic_1_10_40,4.782900000000001
cubic_8_cubic_1_10_40,4.7814
bbr3_8_cubic_2_10_40,5.309500000000001
cubic_8_cubic_2_10_40,4.256425
bbr3_8_cubic_4_10_40,5.998225
cubic_8_cubic_4_10_40,3.565725
bbr3_8_cubic_8_10_40,6.724174999999999
cubic_8_cubic_8_10_40,2.839875
bbr3_8_cubic_16_10_40,8.258975
cubic_8_cubic_16_10_40,1.306925
bbr3_8_cubic_32_10_40,9.216925
cubic_8_cubic_32_10_40,0.345925
bbr3_16_cubic_1_10_40,3.71015
cubic_16_cubic_1_10_40,5.846900000000001
bbr3_16_cubic_2_10_40,3.80325
cubic_16_cubic_2_10_40,5.760374999999999
bbr3_16_cubic_4_10_40,3.806775
cubic_16_cubic_4_10_40,5.755750000000001
bbr3_16_cubic_8_10_40,4.2803
cubic_16_cubic_8_10_40,5.297525
bbr3_16_cubic_16_10_40,6.422899999999999
cubic_16_cubic_16_10_40,3.140975
bbr3_16_cubic_32_10_40,7.725174999999999
cubic_16_cubic_32_10_40,1.86455
bbr3_32_cubic_1_10_40,0.8066249999999999
cubic_32_cubic_1_10_40,8.73465
bbr3_32_cubic_2_10_40,1.3638249999999998
cubic_32_cubic_2_10_40,8.2079
bbr3_32_cubic_4_10_40,1.7505749999999998
cubic_32_cubic_4_10_40,7.816549999999999
bbr3_32_cubic_8_10_40,1.9515
cubic_32_cubic_8_10_40,7.615875
bbr3_32_cubic_16_10_40,5.439425
cubic_32_cubic_16_10_40,4.125925
bbr3_32_cubic_32_10_40,6.2873
cubic_32_cubic_32_10_40,3.276825
bbr3_64_cubic_1_10_40,1.521675
cubic_64_cubic_1_10_40,8.0393
bbr3_64_cubic_2_10_40,0.373975
cubic_64_cubic_2_10_40,9.1911
bbr3_64_cubic_4_10_40,0.7253999999999999
cubic_64_cubic_4_10_40,8.845525
bbr3_64_cubic_8_10_40,0.6689250000000001
cubic_64_cubic_8_10_40,8.896799999999999
bbr3_64_cubic_16_10_40,1.34415
cubic_64_cubic_16_10_40,8.173350000000001
bbr3_64_cubic_32_10_40,2.5593
cubic_64_cubic_32_10_40,6.967425
