exp_name,value
bbr3_1_cubic_1_10_40,4.674175
cubic_1_cubic_1_10_40,4.88495
bbr3_1_cubic_2_10_40,6.887325000000001
cubic_1_cubic_2_10_40,2.6141
bbr3_1_cubic_4_10_40,8.15655
cubic_1_cubic_4_10_40,1.301925
bbr3_1_cubic_8_10_40,8.78105
cubic_1_cubic_8_10_40,0.7709999999999999
bbr3_1_cubic_16_10_40,9.085325
cubic_1_cubic_16_10_40,0.47895
bbr3_1_cubic_32_10_40,9.3316
cubic_1_cubic_32_10_40,0.23285
bbr3_2_cubic_1_10_40,4.647525000000001
cubic_2_cubic_1_10_40,4.918775
bbr3_2_cubic_2_10_40,5.975174999999999
cubic_2_cubic_2_10_40,3.587125
bbr3_2_cubic_4_10_40,7.771775
cubic_2_cubic_4_10_40,1.7564
bbr3_2_cubic_8_10_40,8.670725
cubic_2_cubic_8_10_40,0.8910499999999999
bbr3_2_cubic_16_10_40,9.051725
cubic_2_cubic_16_10_40,0.51445
bbr3_2_cubic_32_10_40,9.289025
cubic_2_cubic_32_10_40,0.277025
bbr3_4_cubic_1_10_40,5.246849999999999
cubic_4_cubic_1_10_40,4.317200000000001
bbr3_4_cubic_2_10_40,5.989300000000001
cubic_4_cubic_2_10_40,3.5803
bbr3_4_cubic_4_10_40,6.532374999999999
cubic_4_cubic_4_10_40,3.0305999999999997
bbr3_4_cubic_8_10_40,7.792975
cubic_4_cubic_8_10_40,1.775
bbr3_4_cubic_16_10_40,9.023575
cubic_4_cubic_16_10_40,0.5444749999999999
bbr3_4_cubic_32_10_40,9.2609
cubic_4_cubic_32_10_40,0.304475
bbr3_8_cubic_1_10_40,5.05955
cubic_8_cubic_1_10_40,4.504874999999999
bbr3_8_cubic_2_10_40,5.655775
cubic_8_cubic_2_10_40,3.908175
bbr3_8_cubic_4_10_40,6.079825
cubic_8_cubic_4_10_40,3.481375
bbr3_8_cubic_8_10_40,6.87605
cubic_8_cubic_8_10_40,2.6878
bbr3_8_cubic_16_10_40,8.157950000000001
cubic_8_cubic_16_10_40,1.4137
bbr3_8_cubic_32_10_40,9.2328
cubic_8_cubic_32_10_40,0.334275
bbr3_16_cubic_1_10_40,3.665225
cubic_16_cubic_1_10_40,5.898199999999999
bbr3_16_cubic_2_10_40,3.6966
cubic_16_cubic_2_10_40,5.8675
bbr3_16_cubic_4_10_40,3.736175
cubic_16_cubic_4_10_40,5.83655
bbr3_16_cubic_8_10_40,4.18925
cubic_16_cubic_8_10_40,5.375374999999999
bbr3_16_cubic_16_10_40,6.474875000000001
cubic_16_cubic_16_10_40,3.0893999999999995
bbr3_16_cubic_32_10_40,7.660875000000001
cubic_16_cubic_32_10_40,1.919225
bbr3_32_cubic_1_10_40,0.6722499999999999
cubic_32_cubic_1_10_40,8.887925000000001
bbr3_32_cubic_2_10_40,1.1544
cubic_32_cubic_2_10_40,8.40505
bbr3_32_cubic_4_10_40,1.9095
cubic_32_cubic_4_10_40,7.640025
bbr3_32_cubic_8_10_40,2.0414000000000003
cubic_32_cubic_8_10_40,7.50875
bbr3_32_cubic_16_10_40,5.457075
cubic_32_cubic_16_10_40,4.098575
bbr3_32_cubic_32_10_40,6.272425000000001
cubic_32_cubic_32_10_40,3.28805
bbr3_64_cubic_1_10_40,1.04515
cubic_64_cubic_1_10_40,8.517425000000001
bbr3_64_cubic_2_10_40,0.387175
cubic_64_cubic_2_10_40,9.176775
bbr3_64_cubic_4_10_40,0.8184
cubic_64_cubic_4_10_40,8.754349999999999
bbr3_64_cubic_8_10_40,0.6734749999999999
cubic_64_cubic_8_10_40,8.890025000000001
bbr3_64_cubic_16_10_40,0.943775
cubic_64_cubic_16_10_40,8.6629
bbr3_64_cubic_32_10_40,5.363049999999999
cubic_64_cubic_32_10_40,4.193499999999999
