exp_name,value
bbr2_1_cubic_1_10_40,2.386575
cubic_1_cubic_1_10_40,7.177249999999999
bbr2_1_cubic_2_10_40,4.024825
cubic_1_cubic_2_10_40,5.5423
bbr2_1_cubic_4_10_40,4.992425
cubic_1_cubic_4_10_40,4.57085
bbr2_1_cubic_8_10_40,6.986875
cubic_1_cubic_8_10_40,2.579775
bbr2_1_cubic_16_10_40,9.124875
cubic_1_cubic_16_10_40,0.439075
bbr2_1_cubic_32_10_40,9.407
cubic_1_cubic_32_10_40,0.157125
bbr2_2_cubic_1_10_40,1.7895499999999998
cubic_2_cubic_1_10_40,7.77535
bbr2_2_cubic_2_10_40,3.35675
cubic_2_cubic_2_10_40,6.208175
bbr2_2_cubic_4_10_40,4.616225
cubic_2_cubic_4_10_40,4.950125
bbr2_2_cubic_8_10_40,5.743625
cubic_2_cubic_8_10_40,3.819575
bbr2_2_cubic_16_10_40,8.163325
cubic_2_cubic_16_10_40,1.403375
bbr2_2_cubic_32_10_40,9.337475
cubic_2_cubic_32_10_40,0.228825
bbr2_4_cubic_1_10_40,1.612625
cubic_4_cubic_1_10_40,7.95175
bbr2_4_cubic_2_10_40,3.2084
cubic_4_cubic_2_10_40,6.355225000000001
bbr2_4_cubic_4_10_40,3.9513
cubic_4_cubic_4_10_40,5.614875
bbr2_4_cubic_8_10_40,5.174100000000001
cubic_4_cubic_8_10_40,4.39365
bbr2_4_cubic_16_10_40,6.56955
cubic_4_cubic_16_10_40,2.99395
bbr2_4_cubic_32_10_40,9.055075
cubic_4_cubic_32_10_40,0.51485
bbr2_8_cubic_1_10_40,2.0319
cubic_8_cubic_1_10_40,7.531924999999998
bbr2_8_cubic_2_10_40,2.3771500000000003
cubic_8_cubic_2_10_40,7.180125
bbr2_8_cubic_4_10_40,3.644175
cubic_8_cubic_4_10_40,5.91935
bbr2_8_cubic_8_10_40,4.264925
cubic_8_cubic_8_10_40,5.299325
bbr2_8_cubic_16_10_40,5.1169
cubic_8_cubic_16_10_40,4.447399999999999
bbr2_8_cubic_32_10_40,7.545374999999999
cubic_8_cubic_32_10_40,2.035875
bbr2_16_cubic_1_10_40,1.82615
cubic_16_cubic_1_10_40,7.736825
bbr2_16_cubic_2_10_40,1.945575
cubic_16_cubic_2_10_40,7.618575000000001
bbr2_16_cubic_4_10_40,1.965125
cubic_16_cubic_4_10_40,7.5991
bbr2_16_cubic_8_10_40,2.61435
cubic_16_cubic_8_10_40,6.9491
bbr2_16_cubic_16_10_40,3.28405
cubic_16_cubic_16_10_40,6.280049999999999
bbr2_16_cubic_32_10_40,4.8097
cubic_16_cubic_32_10_40,4.81865
bbr2_32_cubic_1_10_40,0.32195
cubic_32_cubic_1_10_40,9.235575
bbr2_32_cubic_2_10_40,0.591175
cubic_32_cubic_2_10_40,8.969575
bbr2_32_cubic_4_10_40,1.681975
cubic_32_cubic_4_10_40,7.878050000000001
bbr2_32_cubic_8_10_40,1.662125
cubic_32_cubic_8_10_40,7.90345
bbr2_32_cubic_16_10_40,2.894725
cubic_32_cubic_16_10_40,6.651925000000001
bbr2_32_cubic_32_10_40,3.921475000000001
cubic_32_cubic_32_10_40,5.64735
bbr2_64_cubic_1_10_40,0.41845
cubic_64_cubic_1_10_40,9.18805
bbr2_64_cubic_2_10_40,0.3134
cubic_64_cubic_2_10_40,9.247025
bbr2_64_cubic_4_10_40,0.533625
cubic_64_cubic_4_10_40,9.03195
bbr2_64_cubic_8_10_40,0.6761
cubic_64_cubic_8_10_40,8.89565
bbr2_64_cubic_16_10_40,1.26305
cubic_64_cubic_16_10_40,8.3271
bbr2_64_cubic_32_10_40,5.690174999999999
cubic_64_cubic_32_10_40,3.864325
